"Author","Title","Year","Journal","Location","Taxonomic_group_class","Taxonomic_order","Taxonomic_group_species","Primates","Mammals_Aves_Other","Measure_of_cognition","Measure_of_sociality","Cognitive_Ability_neuroanatomy_or_both","Cognitive_Ability_detailed","Sociality","Intra_inter_both","Captive_or_wild","Stats","Sample_size","Sample_size_species","Design","r","reverse","Sample_size_group1","Sample_size_group2","mean_grp1","dispersion_grp1","mean_grp2","dispersion_grp2","dispersion_type","ci_T","proportion_grp1","proportion_grp2","F","T","df","dferror","D","v","pearsonr_p","z","Source","Shared_control","Shared_treatment","paperid","studyid","esid","data_source","data_page","source_ref","figure_name","yi","CI","CI_low","CI_high","sd1","sd2","study","weight","sample.size","se","var","ci.lo","ci.hi","fishers.z","ci.lo.z","ci.hi.z","measure","row_id","vi","r_regt","yi_zr","se_zr","vi_zr"
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Spatial Memory","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",39,4,"Inter_individual_level",NA,"no",21,18,0.57,0.28,0.54,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es586","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,0.166666666666667,0.0277777777777778
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Object Permanence","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",39,4,"Inter_individual_level",NA,"no",21,18,0.58,0.18,0.56,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es587","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,0.166666666666667,0.0277777777777778
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Rotation","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",39,4,"Inter_individual_level",NA,"no",21,18,0.43,0.19,0.46,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es588","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,0.166666666666667,0.0277777777777778
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Transposition","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",39,4,"Inter_individual_level",NA,"no",21,18,0.45,0.25,0.35,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es589","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,0.166666666666667,0.0277777777777778
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Relative Number","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",39,4,"Inter_individual_level",NA,"no",21,18,0.71,0.2,0.68,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es590","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,0.166666666666667,0.0277777777777778
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Addition Numbers","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",39,4,"Inter_individual_level",NA,"no",21,18,0.63,0.25,0.58,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es591","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,0.166666666666667,0.0277777777777778
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Noise","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",39,4,"Inter_individual_level",NA,"no",21,18,0.5,0.2,0.5,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es592","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,0.166666666666667,0.0277777777777778
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Shape","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",39,4,"Inter_individual_level",NA,"no",21,18,0.51,0.19,0.56,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es593","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,0.166666666666667,0.0277777777777778
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Tool Use","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",39,4,"Inter_individual_level",NA,"no",21,18,0,0,0.11,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es594","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,0.166666666666667,0.0277777777777778
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Tool Properties","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",38,4,"Inter_individual_level",NA,"no",21,17,0.56,0.11,0.56,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es595","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,0.169030850945703,0.0285714285714286
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Comprehension","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",38,4,"Inter_individual_level",NA,"no",21,17,0.51,0.13,0.57,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es596","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,0.169030850945703,0.0285714285714286
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Pointing Cups","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",34,4,"Inter_individual_level",NA,"no",21,13,0.52,0.37,0.17,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es597","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,0.179605302026775,0.032258064516129
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Attentional State","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",34,4,"Inter_individual_level",NA,"no",21,13,0.17,0.21,0.02,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es598","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,0.179605302026775,0.032258064516129
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Gaze Following","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",36,4,"Inter_individual_level",NA,"no",21,15,0.4,0.26,0.41,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es599","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,0.174077655955698,0.0303030303030303
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Intentions","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",34,4,"Inter_individual_level",NA,"no",21,13,0.48,0.21,0.59,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es600","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,0.179605302026775,0.032258064516129
"Joly et al","Comparing physical and social cognitive skills in macaque species with different degrees of social tolerance",2017,"Proceedings of the Royal Society B: Biological Sciences","Portsmouth, UK","Mammalia","Primates","Multiple","Primates","Mammalia","Inhibitory Control","Social Tolerance","Cognitive Ability","Cognitive Ability","Socialinteraction","Inter","Captive","mean",39,4,"Inter_individual_level",NA,"no",21,18,0.38,0.38,0.11,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper106","study108","es601","table","12","s4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,0.166666666666667,0.0277777777777778
"Kamhi et al","Social complexity influences brain investment and neural operation costs in ants",2016,"Proceedings of the Royal Society B: Biological Sciences","Massachusetts, USA","Insecta","Hymenoptera","Multiple","Other","Other","Optic Lobes","Social Complexity","Neuroanatomy","brain region relative","Broadsociality","Inter","Wild","mean",27,2,"Inter_individual_level",NA,"no",16,11,0.0989285714285715,0.0109141058711099,0.113,0.00788598401473117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper34","study35","es174","figure","5","3a","paper34_study35_es174_3a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,0.204124145231932,0.0416666666666667
"Kamhi et al","Social complexity influences brain investment and neural operation costs in ants",2016,"Proceedings of the Royal Society B: Biological Sciences","Massachusetts, USA","Insecta","Hymenoptera","Multiple","Other","Other","Antennal Lobes","Social Complexity","Neuroanatomy","brain region relative","Broadsociality","Inter","Wild","mean",27,2,"Inter_individual_level",NA,"no",16,11,0.0901428571428572,0.010379238518795,0.0937857142857143,0.0166614564252225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper34","study35","es175","figure","5","3a","paper34_study35_es175_3a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,0.204124145231932,0.0416666666666667
"Kamhi et al","Social complexity influences brain investment and neural operation costs in ants",2016,"Proceedings of the Royal Society B: Biological Sciences","Massachusetts, USA","Insecta","Hymenoptera","Multiple","Other","Other","Lateral Calyces","Social Complexity","Neuroanatomy","brain region relative","Broadsociality","Inter","Wild","mean",27,2,"Inter_individual_level",NA,"no",16,11,0.122775800711744,0.00921532338658677,0.0904626334519573,0.00752708154901749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper34","study35","es176","figure","5","3a","paper34_study35_es176_3a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,0.204124145231932,0.0416666666666667
"Kamhi et al","Social complexity influences brain investment and neural operation costs in ants",2016,"Proceedings of the Royal Society B: Biological Sciences","Massachusetts, USA","Insecta","Hymenoptera","Multiple","Other","Other","Medial Calyces","Social Complexity","Neuroanatomy","brain region relative","Broadsociality","Inter","Wild","mean",27,2,"Inter_individual_level",NA,"no",16,11,0.115285714285714,0.0153262570068244,0.0834285714285714,0.00884566422000204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper34","study35","es177","figure","5","3a","paper34_study35_es177_3a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,0.204124145231932,0.0416666666666667
"Kamhi et al","Social complexity influences brain investment and neural operation costs in ants",2016,"Proceedings of the Royal Society B: Biological Sciences","Massachusetts, USA","Insecta","Hymenoptera","Multiple","Other","Other","Peduncle and Lobes","Social Complexity","Neuroanatomy","brain region relative","Broadsociality","Inter","Wild","mean",27,2,"Inter_individual_level",NA,"no",16,11,0.106428571428571,0.0076430148333813,0.0955714285714286,0.0133678990338893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper34","study35","es178","figure","5","3a","paper34_study35_es178_3a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,0.204124145231932,0.0416666666666667
"Kamhi et al","Social complexity influences brain investment and neural operation costs in ants",2016,"Proceedings of the Royal Society B: Biological Sciences","Massachusetts, USA","Insecta","Hymenoptera","Multiple","Other","Other","Central Complex","Social Complexity","Neuroanatomy","brain region relative","Broadsociality","Inter","Wild","mean",27,2,"Inter_individual_level",NA,"no",16,11,0.0057857142857143,0.000706761095825529,0.00535714285714287,0.000511351509798868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper34","study35","es179","figure","5","3a","paper34_study35_es179_3a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,0.204124145231932,0.0416666666666667
"Kamhi et al","Social complexity influences brain investment and neural operation costs in ants",2016,"Proceedings of the Royal Society B: Biological Sciences","Massachusetts, USA","Insecta","Hymenoptera","Multiple","Other","Other","Susesophageal Zone","Social Complexity","Neuroanatomy","brain region relative","Broadsociality","Inter","Wild","mean",27,2,"Inter_individual_level",NA,"no",16,11,0.0907142857142857,0.017365776431428,0.124285714285714,0.0137993217693856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper34","study35","es180","figure","5","3a","paper34_study35_es180_3a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,0.204124145231932,0.0416666666666667
"Kverková et al","Sociality does not drive the evolution of large brains in eusocial African mole-rats",2018,"Scientific Reports","Praha, Czech Republic","Mammalia","Rodentia","Multiple","Other","Mammalia","Relative Brain Size","Sociality","Neuroanatomy","brain size relative","Broadsociality","Inter","Mixed","mean",44,11,"Inter_individual_level",NA,"no",32,12,0.826388888888889,0.183323980307625,0.798611111111111,0.152356321036151,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper42","study43","es246","figure","4","2c","paper42_study43_es246_2c",0.0702202557943857,NA,NA,NA,0.183323980307625,0.152356321036151,"",44.8912524340416,44,0.149251649292242,0.0222760548164543,-0.218606156245247,0.347734112063113,0.0703360144495622,-0.222191842796435,0.362863871695559,"r",NA,NA,NA,0.0703360144495622,0.156173761888606,0.024390243902439
"Kverková et al","Sociality does not drive the evolution of large brains in eusocial African mole-rats",2018,"Scientific Reports","Praha, Czech Republic","Mammalia","Rodentia","Multiple","Other","Mammalia","Neocortex Ratio","Sociality","Neuroanatomy","brain region relative","Broadsociality","Inter","Mixed","mean",45,11,"Inter_individual_level",NA,"no",32,12,0.258522727272727,0.0353553390593276,0.280965909090909,0.043301270189222,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper42","study43","es259","figure","5","4a","paper42_study43_es259_4a",-0.256916623299255,NA,NA,NA,0.0353553390593276,0.043301270189222,"",43.498304086953,44,0.151622564361659,0.0229894020236054,-0.507961908189751,0.0343569266385671,-0.262804310884462,-0.55997907627692,0.0343704545079955,"r",NA,NA,NA,-0.262804310884462,0.154303349962092,0.0238095238095238
"Kverková et al","Sociality does not drive the evolution of large brains in eusocial African mole-rats",2018,"Scientific Reports","Praha, Czech Republic","Mammalia","Rodentia","Multiple","Other","Mammalia","Neuronal Index","Sociality","Neuroanatomy","brain size relative","Broadsociality","Inter","Mixed","mean",33,11,"Inter_individual_level",NA,"no",24,9,6e+06,3634152.0547474,5803636.36363636,3665454.54545454,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper42","study43","es260","figure","7","6e","paper42_study43_es260_6e",0.0240037114844238,NA,NA,NA,3634152.0547474,3665454.54545454,"",33.9904903206422,33,0.171522573947682,0.029419993373638,-0.302409705989382,0.345378201573104,0.0240083232169822,-0.312169744256082,0.360186390690047,"r",NA,NA,NA,0.0240083232169822,0.182574185835055,0.0333333333333333
"Kverková et al","Sociality does not drive the evolution of large brains in eusocial African mole-rats",2018,"Scientific Reports","Praha, Czech Republic","Mammalia","Rodentia","Multiple","Other","Mammalia","Ratio Cortical Neurons to Brain Stem Neurons","Sociality","Neuroanatomy","brain region relative","Broadsociality","Inter","Mixed","mean",33,11,"Inter_individual_level",NA,"no",24,9,3.64912280701754,1.44390974311429,4.21052631578947,1.6,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper42","study43","es261","figure","7","6g","paper42_study43_es261_6g",-0.165949114453578,NA,NA,NA,1.44390974311429,1.6,"",33.5392605311677,33,0.172672532425699,0.0298158034543042,-0.466768071013196,0.169288217433522,-0.167498155247799,-0.505930099921494,0.170933789425897,"r",NA,NA,NA,-0.167498155247799,0.182574185835055,0.0333333333333333
"Lefebvre et al","Is group-living associated with social learning? A comparative test of a gregarious and a territorial columbid",1996,"Behaviour","Quebéc, Canada","Aves","Columbiformes","Multiple","Other","Aves","Social Learning","Foraging Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Inter","Wild Caught Captives","mean",26,2,"Inter_individual_level",NA,"no",16,10,41.8562874251497,15.0898203592814,24.6107784431138,16.4741411038712,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper45","study46","es265","figure","249","2","paper45_study46_es265_2",0.473114001576343,NA,NA,NA,15.0898203592814,16.4741411038712,"",23.7234100378181,26,0.205310633171289,0.0421524560931955,0.111211435715619,0.724226155523632,0.514074802124841,0.111673355466001,0.916476248783682,"r",NA,NA,NA,0.514074802124841,0.208514414057075,0.0434782608695652
"Lefebvre et al","Is group-living associated with social learning? A comparative test of a gregarious and a territorial columbid",1996,"Behaviour","Quebéc, Canada","Aves","Columbiformes","Multiple","Other","Aves","Problem-solving","Foraging Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Inter","Wild Caught Captives","mean",21,2,"Inter_individual_level",NA,"no",11,10,49.7041420118343,4.12124973949491,47.396449704142,11.7883723426395,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper45","study46","es266","figure","249","2","paper45_study46_es266_2",0.132123812144472,NA,NA,NA,4.12124973949491,11.7883723426395,"",21.8150906783381,21,0.214102376898873,0.0458398277937472,-0.279124333458329,0.502416780357698,0.132900781850663,-0.286732165875549,0.552533729576875,"r",NA,NA,NA,0.132900781850663,0.235702260395516,0.0555555555555556
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",14,2,"Inter_individual_level",NA,"no",7,7,86.69064748,10.46880015,56.11510791,9.517091047,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es358","figure","824","1","paper68_study70_es358_1",0.836758474534694,NA,NA,NA,10.46880015,9.517091047,"",7.45880861751294,14,0.366155252136207,0.13406966866693,0.456287292359843,0.958564494814731,1.21026337147361,0.492612264536461,1.92791447841076,"r",NA,NA,NA,1.21026337147361,0.301511344577764,0.0909090909090909
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",21,2,"Inter_individual_level",NA,"no",7,14,86.69064748,10.46880015,56.11510791,9.421439463,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es359","figure","824","1","paper68_study70_es359_1",0.827908527750779,NA,NA,NA,10.46880015,9.421439463,"",11.0503276029624,21,0.300823959518009,0.0904950546200927,0.531222440775726,0.943724928121821,1.18145078019311,0.591846653851079,1.77105490653514,"r",NA,NA,NA,1.18145078019311,0.235702260395516,0.0555555555555556
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",21,2,"Inter_individual_level",NA,"no",14,7,56.47482014,6.729599616,56.11510791,9.517091047,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es360","figure","824","1","paper68_study70_es360_1",0.0219614878766331,NA,NA,NA,6.729599616,9.517091047,"",21.994934555478,21,0.213225265058553,0.0454650136592901,-0.376477291184309,0.413544024197849,0.0219650196247981,-0.395948820483972,0.439878859733568,"r",NA,NA,NA,0.0219650196247981,0.235702260395516,0.0555555555555556
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",16,2,"Inter_individual_level",NA,"no",8,8,95.71428571,6.060915267,86.07142857,8.081220356,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es361","figure","826","2","paper68_study70_es361_2",0.559472854907046,NA,NA,NA,6.060915267,8.081220356,"",14.0313056769273,16,0.266962928043654,0.0712692049496413,0.10840019910743,0.819503328808541,0.632065531386351,0.108827807213431,1.15530325555927,"r",NA,NA,NA,0.632065531386351,0.277350098112615,0.0769230769230769
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",22,2,"Inter_individual_level",NA,"no",8,14,95.72953737,5.032788478,93.95017794,6.657753357,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es362","figure","826","2","paper68_study70_es362_2",0.138111798369895,NA,NA,NA,5.032788478,6.657753357,"",22.7881559943493,22,0.209481371269647,0.0438824449090119,-0.265090510842916,0.500202428709909,0.13900014259584,-0.271575800524732,0.549576085716413,"r",NA,NA,NA,0.13900014259584,0.229415733870562,0.0526315789473684
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",22,2,"Inter_individual_level",NA,"no",14,8,94.28571429,5.345224838,86.07142857,8.081220356,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es363","figure","826","2","paper68_study70_es363_2",0.523186884862391,NA,NA,NA,5.345224838,8.081220356,"",19.5116000196058,22,0.226388080784254,0.0512515631211778,0.136154402774337,0.771664835959716,0.58071771589674,0.137005231030458,1.02443020076302,"r",NA,NA,NA,0.58071771589674,0.229415733870562,0.0526315789473684
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",16,2,"Inter_individual_level",NA,"no",8,8,81.49466192,15.09836543,48.7544484,7.045903869,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es364","figure","826","2","paper68_study70_es364_2",0.811652374272629,NA,NA,NA,15.09836543,7.045903869,"",9.14113277490321,16,0.330750105542752,0.109395632316542,0.44911758469623,0.94470708597196,1.13185264667666,0.483594351930043,1.78011094142327,"r",NA,NA,NA,1.13185264667666,0.277350098112615,0.0769230769230769
"Petit et al","Inferences about food location in three cercopithecine species: an insight into the socioecological cognition of primates",2015,"Animal Cognition","Strasbourg, France","Mammalia","Primates","Multiple","Primates","Mammalia","Inference","Social Complexity","Cognitive Ability","Cognitive Ability","Broadsociality","Inter","Captive","mean",22,2,"Inter_individual_level",NA,"no",8,14,80.78291815,17.11148083,67.25978648,10.65240537,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,2,"paper68","study70","es365","figure","826","2","paper68_study70_es365_2",0.440028840412757,NA,NA,NA,17.11148083,10.65240537,"",20.6418189657573,22,0.220103028154785,0.0484453430029059,0.0408498164036295,0.718075599653445,0.472266569383991,0.0408725613124077,0.903660577455574,"r",NA,NA,NA,0.472266569383991,0.229415733870562,0.0526315789473684
